
13301153406
39.8997571741	116.428809076
39.8997571741	116.428809076
39.8996706847	116.429255808
39.8996706847	116.429255808
39.8995241692	116.430433499
39.8995241692	116.430433499
39.8990968881	116.429893522
39.8990968881	116.429893522
39.8987035803	116.4305077
39.8987035803	116.4305077
39.8983459695	116.431305494
39.8983459695	116.431305494
39.8986209489	116.431509951
39.8986209489	116.431509951
39.8990887559	116.430837562
39.8990887559	116.430837562
39.8992798612	116.430669397
39.8992798612	116.430669397
39.8995385727	116.43051318
39.8995385727	116.43051318
39.8995385727	116.43051318
39.8995385727	116.43051318
39.8998580669	116.430401519
39.8998580669	116.430401519
39.9001401385	116.430381397
39.9001401385	116.430381397
39.9001401385	116.430381397
39.9001401385	116.430381397
39.9001401385	116.430381397
39.9001401385	116.430381397
39.9001401385	116.430381397
39.9001401385	116.430381397
39.9001401385	116.430381397
39.9001401385	116.430381397
39.9010619457	116.430467366
39.9010619457	116.430467366
39.9010619457	116.430467366
39.9010619457	116.430467366
39.9010619457	116.430467366
39.9010619457	116.430467366
39.9010619457	116.430467366
39.9010619457	116.430467366
39.9010619457	116.430467366
39.9010619457	116.430467366
39.9017618383	116.430590076
39.9017618383	116.430590076
39.9018359896	116.430804683
39.9018359896	116.430804683
39.9018359896	116.430804683
39.9018359896	116.430804683
39.9018359896	116.430804683
39.9018359896	116.430804683

13301153934
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576
39.9277968827	116.361309576

13301157408
39.9474528744	116.375736699
39.9474528744	116.375736699
39.9474528744	116.375736699
39.9474528744	116.375736699
39.9474528744	116.375736699
39.9474528744	116.375736699
39.9474528744	116.375736699
39.9474528744	116.375736699
39.9474961922	116.381106199
39.9474961922	116.381106199
39.9474961922	116.381106199
39.9474961922	116.381106199
39.9474961922	116.381106199
39.9474961922	116.381106199
39.9474961922	116.381106199
39.9474961922	116.381106199
39.9474961922	116.381106199
39.9474961922	116.381106199
39.9475099658	116.384441194
39.9475099658	116.384441194
39.9475146488	116.38556858
39.9475146488	116.38556858
39.9475146488	116.38556858
39.9475146488	116.38556858
39.9475146488	116.38556858
39.9475146488	116.38556858
39.9475146488	116.38556858
39.9475146488	116.38556858
39.9475146488	116.38556858
39.9475146488	116.38556858
39.9475146488	116.38556858
39.9475146488	116.38556858
39.9477743488	116.38910363
39.9477743488	116.38910363
39.947526563	116.388393422
39.947526563	116.388393422
39.947526563	116.388393422
39.947526563	116.388393422
39.9475585865	116.39196153
39.9475585865	116.39196153
39.9475585865	116.39196153
